This Sheet will be updated on a Daily Basis,,,,,,,
Product Name ,Store Name ,Deal Price ,Regular Price,coupon code ,link ,Start Time ,End Time
"VIZIO 50"" Class 4K LED HDR Limited Edition Smart TV (NEW) V4K50S-08",,128,214,,https://dealsmocktail.com/12580-vizio-50-class-4k-led-hdr-limited-edition-smart-tv-new-v4k50s-08,,
"LG 55-Inch 4K UHD AI Smart TV, 55UA7000",,248,328.99,,https://dealsmocktail.com/12584-lg-55-inch-4k-uhd-ai-smart-tv-55ua7000,,
"Hisense 75"" Class H5 Series QLED 4K UHD Roku Smart TV (75H5QBR, 2025 Model)",,378,499,,https://dealsmocktail.com/12585-hisense-75-class-h5-series-qled-4k-uhd-roku-smart-tv-75h5qbr-2025-model,,
"Hisense 75"" E6 Cinema Series QLED 4K UHD Smart Fire TV (75E6QF, 2025 Model) - QLED",,449,799.9,,https://dealsmocktail.com/12660-hisense-75-e6-cinema-series-qled-4k-uhd-smart-fire-tv-75e6qf-2025-model-qled,,
"Samsung 55"" Class QLED Q6F 4K Smart TV (2025)",,348,499.99,,https://dealsmocktail.com/12586-samsung-55-class-qled-4k-qled-smart-tv-2025-qn55q6faafxza,,
"Samsung 65"" Inch Class QLED Q6F 4K Smart TV (2025)",,448,599.99,,https://dealsmocktail.com/12587-samsung-65-class-qled-4k-qled-smart-tv-2025-qn65q6faafxza,,
Samsung 65” Class Crystal UHD U7900F 4K Smart TV 2025 - UN65U7900FFXZA,,328,429.99,,https://dealsmocktail.com/12596-samsung-65-class-crystal-uhd-u7900f-4k-smart-tv,,
Samsung 55” Class Crystal UHD U7900F 4K Smart TV 2025 - UN55U7900FFXZA,,248.99,349.99,,https://dealsmocktail.com/12525-samsung-85-inch-class-crystal-uhd-u7900f,11/10/2025,
"Samsung 70"" Class Crystal UHD U7900F 4K Smart TV 2025 - UN55U7900FFXZA",,399.99,599.99,,,11/10/2025,
"Samsung 75"" Class Crystal UHD U7900F 4K Smart TV 2025 - UN55U7900FFXZA",,479.99,649.99,,,11/10/2025,
"Samsung 85"" Class Crystal UHD U7900F 4K Smart TV 2025 - UN55U7900FFXZA",,699.99,999.99,,,11/10/2025,
"Samsung 50"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025) Includes Student Savings",,323.99,499.99,,https://dealsmocktail.com/12441-samsung-75-inch-class-qled-qef1-4k-samsung-vision-ai-smart-tv-2025,,
"Samsung 55"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025) Includes Student Savings",,341.99,599.99,,,,
"Samsung 65"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025) Includes Student Savings",,431.99,849.99,,,,
"Samsung  75"" Class QLED QEF1 4K Samsung Vision AI Smart TV (2025) Includes Student Savings",,611.99,1199.99,,,,
"Samsung 65"" Class Neo QLED QN80F 4K Samsung Vision AI Smart TV (2025) Inclusive of Student Saving",,899.99,1799.99,,https://dealsmocktail.com/12564-samsung-85-inch-class-neo-qled-qn80f-4k-samsung-vision-ai-smart-tv-2025,,
"Samsung 75"" Class Neo QLED QN80F 4K Samsung Vision AI Smart TV (2025) Inclusive of Student Savings",,1349.99,2399.99,,,,
"Samsung 85"" Class Neo QLED QN80F 4K Samsung Vision AI Smart TV (2025) Inclusive of Student Saving",,1699.99,3499.99,,,,
LG 70” 4K UHD webOS Smart TV,,368,429,,https://dealsmocktail.com/7391-lg-70-4k-uhd-webos-smart-tv,11/10/2025,
"TCL 98"" Q Series (NEW 2025) 4K QLED, 144Hz, Dolby Vision HDR & Dolby Atmos Google TV",,998,1798.99,,https://dealsmocktail.com/12581-tcl-98-q-series-new-2025-4k-qled-144hz-dolby-vision-hdr-dolby-atmos-google-tv,11/14/2025,
"Hisense 100"" Class QD6 Series (100QD6QF, 2025 Model) QLED 4K UHD Smart Fire TV",,1299,2499,,https://dealsmocktail.com/12655-hisense-100-class-qd6-series-100qd6qf-2025-model-qled-4k-uhd-smart-fire-tv,,
,,,,,,,
Smart Phone Deals,,,,,,,
"Samsung Galaxy S25 Edge Phone, 512 GB",,729,1220,,https://dealsmocktail.com/9547-samsung-galaxy-s25-edge-phone-512-gb-ai-smartphone,11/10/2025,
Samsung  Galaxy S25 Ultra Unlocked | 256GB,,849,1300,,https://dealsmocktail.com/12486-samsung-galaxy-s25-ultra-256gb,11/10/2025,
Samsung galaxy z fold 7 512gb,,1399,2120,, https://dealsmocktail.com/7499-samsung-galaxy-z-fold7-unlocked-512gb,11/10/2025,
,,,,,,,
Samsung Watch Deals,,,,,,,
Samsung Galaxy Watch 7 40mm Bluetooth AI Smartwatch ,,139.99,249.99,,https://amzn.to/44fTlZn,,
,,,,,,,
,,,,,,,
DJI,,,,,,,
DJI Osmo Mobile 7 Gimbal Stabilizer,,56,89,,https://dealsmocktail.com/12661-dji-osmo-mobile-7-gimbal-stabilizer,,
,,,,,,,
Projector Deals,,,,,,,
TMY 1080P Full HD Portable Mini Projector,,24.99,79.99,8G4R475T,https://dealsmocktail.com/12565-tmy-1080p-full-hd-portable-mini-projector,,
Mini Projector 1080P Portable Projector ,,38.75,299.99,,,,
,,,,,,,
Car & Vehicle Electronics,,,,,,,
"REDTIGER Dash Cam Front Rear, 4K/2.5K Full HD Dash Camera for Cars, Included 32GB Card",,85.48,149.98,,https://dealsmocktail.com/12573-redtiger-dash-cam-front-rear-4k25k-full-hd,,
"3 Channel Dash Cam, 4K/2.5K+1440P Dash Cam Front and Rear Inside, Dash Camera for Cars",,38.99,88.99,,https://dealsmocktail.com/12598-3-channel-dash-cam-4k25k1440p-dash-cam-front-and-rear-inside,,
,,,,,,,
Electric Bike Deals,,,,,,,
"Gocio 26"" Foldable Electric Mountain Bike – 500W",,369.99,599.99,,https://mavely.app.link/e/a4oX5ihVhYb,,
"ZDZA Electric Bike 26”, 1000W Peak Motor E-Mountain Bike, 22MPH",,359.99,799.99,,https://mavely.app.link/e/SUCBXbRVhYb,,
"Gocio 26"" 4.0 Fat Tire Electric Bike for Adults, 750W Motor",,499.99,1289.99,,https://mavely.app.link/e/wfRDclmWhYb,,
"5TH WHEEL Electric Bike for Adult with 350W Motor, W18B 26""",,378.99,699.99,,https://mavely.app.link/e/Wbr36vMWhYb,,
"AMYET EB26 Electric Bike for Adults, 26*4.0 Fat Tire E-Mountain Bicycle",,575.99,1099.99,,https://mavely.app.link/e/k4UBx15WhYb,,
,,,,,,,
Electric Scooter Deals,,,,,,,
"GOTRAX G2Plus Foldable Electric Scooter for Adult Teens Age of 8+ with 6"" Tires, 200W 12mph",,148,248,,https://www.dealsmocktail.com/blog/h89zxillzwgo39j33c1kiq27/electric-scooter-deals,,
"MIHOVER 550W Foldable Electric Scooter w/ Seat, 19 MPH, 12"" Tires, Front/Rear Baskets, 21-Mile Range",,349.99,1299.99,,,,
"5TH WHEEL W09S 350W Electric Scooter, 18 MPH, 20-Mile Range, 8.5"" Tires, Turn Signals, Foldable w/ App Control",,169.99,369.99,,,,
"EVERCROSS EV85F Electric Scooter for Adults, 350W",,199.99,269.99,,,,
"Segway MAX G2 Electric Scooter, 22 mph Max Speed, 43 Miles Max Range, Teens and Adults, Black",,699.99,1399.99,,,,
"Segway E2 Pro Electric Scooter, 18.6 mph Max Speed, 21.7 Miles Max Range, Teens and Adults",,379.99,599.99,,,,
,,,,,,,
Kids Bike & car Deals,,,,,,,
Madd Gear Eclipse Commuter Scooter with 200mm Blue Wheels - Suitable for Kids and Adults,,39,69.99,,https://mavely.app.link/e/NVmHQlK0hYb,,
Dynacraft Magna Sweetheart 12-Inch BMX Bike For Age 3-5 Years,,83.99,119.99,,https://mavely.app.link/e/swrdZ4O0hYb,,
"Razor RipRider 360 Mini - Teal, 360 Degrees Caster Tricycle",,49,121,,https://dealsmocktail.com/12660-hisense-75-e6-cinema-series-qled-4k-uhd-smart-fire-tv-75e6qf-2025-model-qled,,
,,,,,,,
Furniture Deals,,,,,,,
"Wayfair Early Black Friday Sale!

",,,,,https://dealsmocktail.com/saleDetail/248-wayfair-early-black-friday-sale,,
Office & Gaming Chair Deals,,,,,,,
GTRACING Gaming Chair,,89.99,199.99,,https://dealsmocktail.com/5391-gtracing-gaming-chair,,
EDX Ergonomic Gaming Chair High Back Office Chair,,76.97,137.99,,https://dealsmocktail.com/7097-edx-ergonomic-gaming-chair-high-back-office-chair-with-lumbar-support,,
Bigzzia Gaming Chair Office Chair,,75.99,149.99,,https://mavely.app.link/e/L1fjQXUGhYb,,
,,,,,,,
Gaming/ Computer  Desks/ Electric Standing Desk,,,,,,,
48 inch Gaming Desk with Storage & LED Lights,,59.99,159.99,,https://mavely.app.link/e/FLhLqOaHhYb,,
Bestier 51 inch Gaming/ Computer Desk with LED Lights,,79,139.99,,https://mavely.app.link/e/KWVBPWjHhYb,,
47 inch Gaming/ Computer Desk with LED,,66.49,149.99,,https://mavely.app.link/e/Igp50DzHhYb,,
"FLEXISPOT EN1 One-Piece Standing Desk, 48 x 24 Inches",,99,180,33R4WVK7,https://dealsmocktail.com/12675-flexispot-en1-one-piece-standing-desk-48-x-24-inches,,
Koree Standing & Height-Adjustable Desks,,88.99,350,,https://dealsmocktail.com/2823-koree-standing-height-adjustable-desks,,
,,,,,,,
,,,,,,,
Recliner Chair Deals,,,,,,,
Bonzy Home Overstuffed Massage Recliner Chair with Heat and Vibration,,219.99,359.99,,https://mavely.app.link/e/ASStCs9HhYb,,
"JONPONY Power Lift Recliner Chair with Heat, Massage, Side Pocket and USB Charge Port",,259.99,499.99,,https://mavely.app.link/e/plW1r5gKhYb,,
"Bonzy Home Leather Electric Recliner Chair with USB Ports and Cup Holders (Black, Brown)",,298.76,499.99,,https://mavely.app.link/e/9Ix6vEsIhYb,,
"TEKAMON Large Power Lift Leather Recliner Chair with Heat, Massage, Cup Holders and Remote Control ",,485,779,,https://mavely.app.link/e/6SpXVvMIhYb,,
Bonzy Home Electric Power Recliner Sofa Set Loveseat,,699.99,899.99,,https://mavely.app.link/e/gC4zT21IhYb,,
,,,,,,,
Sofa Deals,,,,,,,
"87"" Couch Premium PU Leather 3 seater sofa with 2 pillows (Availble in Green, Black, Brown)",,365.99,559.99,,https://mavely.app.link/e/7CYiTovJhYb,,
BedLuxury 47'' Wide 2-seat Chenille sofa with 2 Pillows,,134.99,234.99,,https://mavely.app.link/e/Gdg4jiPJhYb,,
"LLappuil 71"" Corduroy Futon Convertible Sofa Bed ",,143.99,299.99,,https://mavely.app.link/e/QX33MtXKhYb,,
"Sobaniilo 79.1"" Sectional Sofa with Movable Storage Ottoman, L-Shaped C",,255.99,499.99,,https://mavely.app.link/e/ARWlKAhLhYb,,
"Furmax U-Shaped Sectional Sofa with Chaise, 4 Seats",,309.99,739.99,,https://mavely.app.link/e/YmO6qotLhYb,,
"VANACC Sectional Sofa Bed with Storage and Soft Seat ,Reversible Pull Out Couch ",,389.99,599.99,,https://mavely.app.link/e/ooUKpG8KhYb,,
"Linsy Home Plush Corduroy Sleeper Sofa Bed with Storage Seat, Pull Out Couch Bed with USB, Cup Holder, Side Pocket",,629.99,"2,999.99",,https://mavely.app.link/e/XIKLKP2JhYb,,
,,,,,,,
Coffee Table Deals,,,,,,,
Sparta Lift Top Extendable Coffee Table With Storage,,67.99,160.99,,https://dealsmocktail.com/12677-sparta-lift-top-extendable-coffee-table-with-storage,,
,,,,,,,
,,,,,,,
,,,,,,,
TV Stand Deals,,,,,,,
"Mainstays Parsons TV Stand for TVs up to 50""",,48.44,69,,https://mavely.app.link/e/moXsXd0LhYb,,
Mainstays Westley Sliding Door TV Stand for TVs up to 75”,,82.44,106,,https://mavely.app.link/e/qrzBm3yMhYb,,
"MARNUR 55"" TV Stand for 60"" TV",,116.99,209.99,,https://mavely.app.link/e/EvCMeTXMhYb,,
"Bestier LED TV Stand for TVs up to 85""",,145.9,269.99,,https://mavely.app.link/e/FwDzMaaNhYb,,
"Bestier LED TV Stand for 75 inches TV Entertainment Center for TVs up to 85""",,151.99,299.99,,https://mavely.app.link/e/jnZBH8jNhYb,,
"SinCiDo Farmhouse Fireplace TV Stand 75 Inch, Electric Fireplace TV Stand Up to 80 Inch TVs",,284.9,499.99,,https://mavely.app.link/e/HE68BbtNhYb,,
,,,,,,,
Bed Frame Deal,,,,,,,
"QFTIME 14"" Queen Metal Bed Frame with Steel Slats, Heavy Duty Mattress Foundation",,53,110,,https://mavely.app.link/e/j5QFDbVQhYb,,
Asofer Queen Size Bed Frame with Upholstered Headboard,,109.59,219.99,,https://mavely.app.link/e/0Y8xhIyRhYb,,
Topeakmart Queen Size Platform Bed with Upholstered Headboard & Mattress Foundation,,109,229.99,,https://mavely.app.link/e/5bbiqhmddVb,,
"Amolife Queen Size Bed Frame, Heavy Duty Metal Platform Bed ",,109.99,399.98,,https://mavely.app.link/e/77OafB8RhYb,,
"Aiho Queen Lift Up Storage Bed, Queen Size Bed Frame",,161.49,359.99,,https://mavely.app.link/e/3zmb9rJQhYb,,
Amolife Queen Faux Leather Upholstered Platform Bed Frame with Adjustable Headboard,,159.99,229.99,,https://mavely.app.link/e/1VMiuB8QhYb,,
"Lifezone Queen Bed Frame with Bookcase Headboard, LED, Charging Ports & 4 Storage Drawers",,199.99,369.99,,https://mavely.app.link/e/DhaX96mRhYb,,
EnHomee Queen Bed Frame with Headboard & Storage Upholistered Bed with 2 Large Drawers Noise Free,,227.98,,,https://mavely.app.link/e/CzAuWprShYb,,
,,,,,,,
Mattress Deals,,,,,,,
"Babo Care TXO 12"" Cooling Queen Medium Euro Hybrid Mattress",,145.99,999,,https://mavely.app.link/e/DJnnayHShYb,,
KOW Mattress Queen 12 inch Hybrid Mattress in a Box,,149.99,349.98,,https://mavely.app.link/e/XlypWWZl3Ub,,
"GREOO 12"" Queen Hybrid Mattress – Gel Memory Foam & Pocket Coils, Medium Firm, Bed-in-a-Box",,195.99,269.99,,https://mavely.app.link/e/WVGX8B0ShYb,,
"GUUKIN 12 inch Queen Mattress, Memory Foam & Spring Hybrid Medium Comfort Queen Size",,149.99,410.99,,https://mavely.app.link/e/0X3Tqo7ShYb,,
"Nisien 12 Inch Hybrid Mattress in a Box, Gel Memory Foam Mattress, Queen Size",,155.99,323,,https://mavely.app.link/e/Yt5zCsrVzOb,,
"Sleepy's Hybrid Clearance 11"" Firm Mattress, Queen",,337.49,1609,FLASH25,https://dealsmocktail.com/12625-sleepys-hybrid-clearance-11-firm-mattress-queen,,
"Sealy Cool 12"" Medium Memory Foam Mattress",,389,1200,,https://dealsmocktail.com/12679-sealy-cool-12-medium-memory-foam-mattress,,
,,,,,,,
Vanity Set Deals,,,,,,,
"Furmax Makeup Vanity Desk with Lighted Mirror, Drawers & USB Outlet",,139.99,209.99,,https://mavely.app.link/e/oPCs8sBThYb,,
Ktaxon Lighted Vanity Table Set with Sliding Mirror & USB Charging Station,,104,194.99,,https://mavely.app.link/e/BGUfyr5ThYb,,
"Ktaxon Vanity Set with 3-Color Lighted Mirror, Charging Station & Storage – Retro Gray",,153.89,233.89,,https://mavely.app.link/e/nyrX8CeUhYb,,
Ktaxon Large GRWM Makeup Vanity with Glass Top & Charging Station – White,,189.99,299.99,,https://mavely.app.link/e/smbLbkwUhYb,,
,,,,,,,
"Patio, Lawn & Garden",,,,,,,
"WORX 40V 14"" Cordless Lawn Mower",,129,299.99,,https://dealsmocktail.com/12568-worx-40v-14-cordless-lawn-mower,,
"Aoxun 10x12 Hardtop Gazebo with Curtains & Netting – Steel Roof, Aluminum Frame, Black",,579.99,1129.99,,https://mavely.app.link/e/17eV9HVNhYb,,
Costway 3 Seats Patio Backyard Canopy Steel Frame Swing Glider Hammock Cushioned,,89.99,179.99,,https://mavely.app.link/e/3z0SsaaOhYb,,
Walsunny 4-Piece Patio Rattan Furniture Set with Cushions & Tempered Glass Tabletop,,139.99,269.99,,https://mavely.app.link/e/t5mtQAnOhYb,,
Brafab 2 Person Swing Egg Chair with Sturdy Stand and Fluffy Cushion,,215.9,599.99,,https://mavely.app.link/e/lpSAvayOhYb,,
,,,,,,,
"32"" Wood Burning Fire Pit Tables with Screen Lid, Poker, BBQ Net, Ice Tray, Food Clip and Cover",,65.99,169.99,,https://mavely.app.link/e/pvJhMIOOhYb,,
"Greenworks 80V 21"" Cordless Mower + 500 CFM Blower Set with 2 Batteries & Rapid Charger",,364.99,599.99,,https://mavely.app.link/e/EbpJX80OhYb,,
"Greenworks 40V 12"" String Trimmer with 2.0 Ah Battery & Charger 2101602",,79.99,139.99,,https://mavely.app.link/e/rYjkliaPhYb,,
Litheli 20V Cordless Leaf Blower 350CFM ,,39.99,99.99,,https://mavely.app.link/e/l8h05VnPhYb,,
,,,,,,,
Fashion Deals,,,,,,,
Michael Kors Black Friday Preview Sale! Upto 80% Off + Extra 20% Off (When you Buy2),,,,,https://dealsmocktail.com/saleDetail/237-michael-kors-black-friday-sale,,
kate spade Holiday Sale! Upto 70% Off + Extra 20% Off Select styles + Take 15% Off On your $125 plus purchase,,,,,https://dealsmocktail.com/saleDetail/238-kate-spade-holiday-sale,,
Columbia Members Exclusive Early Access Black Friday Sale! 50% Off Top Deals,,,,,https://dealsmocktail.com/saleDetail/239-columbia-early-access-black-friday-sale,,
"Calvin Klein Early Access to  Black Friday Sale! 50% Off Site wide + Extra 30% Off On Sale Items
",,,,,https://dealsmocktail.com/saleDetail/240-calvin-klein-black-friday-early-access,,
Banana Republic Factory Holiday Preview Sale! Everything 50% Off + Extra 50% Off on Clearance,,,,,https://dealsmocktail.com/saleDetail/228-banana-republic-factory-holiday-preview-event,,
Nike Black Friday Sale! Upto 60% Off + Extra 25% Off w/code ACCESS,,,,,https://dealsmocktail.com/saleDetail/247-nike-black-friday-sale,,
Levis Strauss Signature Men's and Big Men’s Athletic Fit Jeans,,15,25,,https://dealsmocktail.com/12599-levi-strauss-signature-mens-and-big-mens-athletic-fit-jeans,,
George Men's and Big Men's Quarter Zip Pullover with Long Sleeves,,10,17,,https://dealsmocktail.com/12600-george-mens-and-big-mens-quarter-zip-pullover-with-long-sleeves,,
"Reebok Men's & Big Men's Dash Rice Hole Mesh Gym Shorts, 7"" Inseam",,9.99,,,https://dealsmocktail.com/12602-reebok-mens-big-mens-dash-rice-hole-mesh-gym-shorts-7-inseam,,
IZOD Men's & Big Men's Puffer Jacket,,24,62,,https://dealsmocktail.com/12603-izod-mens-big-mens-puffer-jacket-up-to-size-2xl,,
U.S. Polo Assn. Men's Cotton Crewneck Tee with Long Sleeves,,9,14,,https://dealsmocktail.com/12605-us-polo-assn-mens-cotton-crewneck-tee-with-long-sleeves-sizes-s-xl,,
GENTS BLISS Henley Sweatshirts for Men,,16,69.99,,https://dealsmocktail.com/8844-gents-bliss-henley-sweatshirts-for-men,,
Hanes Men's  EcoSmart Full Zip Fleece Hoodie Sweatshirt,,9.99,28,,https://dealsmocktail.com/12618-hanes-mens-big-mens-ecosmart-full-zip-fleece-hoodie-sweatshirt-sizes-s-3xl,,
Hanes Men's EcoSmart Fleece Hoodie Sweatshirt,,8.74,27,,https://dealsmocktail.com/12619-hanes-mens-ecosmart-fleece-hoodie-sweatshirt-sizes-s-5xl,,
"Reebok Men's & Big Men's Logo Graphic T-Shirt, Sizes XS-5XL",,10,12,,https://dealsmocktail.com/12620-reebok-mens-big-mens-logo-graphic-t-shirt,,
Adidas Men’s Entrada 22 Shorts,,6.8,18,SD15,https://dealsmocktail.com/9172-adidas-mens-entrada-22-shorts,,
Adidas Men’s Train Essentials Training Tee,,8,30,SD15, https://dealsmocktail.com/12487-adidas-train-essentials-training-tee,,
Adidas Men's Kaptir 4.0 Shoes,,36,90,,https://dealsmocktail.com/12614-adidas-mens-kaptir-40-shoes,,
Adidas Adissage 360rec Slides,,15,35,SD15,https://dealsmocktail.com/12615-adidas-adissage-360rec-slides,,
Adidas Originals Adifom IIInfinity Mules,,25,50,,https://dealsmocktail.com/12241-adidas-adifom-iiinfinity-mules,,
Adidas Men's Galaxy 7 Running Shoes,,25,60,SD15,https://dealsmocktail.com/12616-adidas-mens-galaxy-7-running-shoes,,
Adidas Train Essentials Piqué 3-Stripes Training Shorts,,11.9,31,SD15,https://dealsmocktail.com/8746-adidas-mens-hiit-train-essentials-pique-3-stripes-training-shorts,,
Adidas Legends 3-Stripes Basketball Shorts,,12.75,30,SD15,https://dealsmocktail.com/9535-adidas-mens-workout-legends-3-stripes-basketball-shorts,,
Adidas Runfalcon 5 Running Shoes,,28,65,SD15,https://dealsmocktail.com/12628-adidas-mens-runfalcon-5-running-shoes,,
Nike Free Metcon 5  Men's Workout Shoes,,68,120,ACCESS,https://dealsmocktail.com/12653-nike-free-metcon-5-mens-workout-shoes,,
NIKE Air Jordan 1 Low Men's Shoes,,68,120,ACCESS,https://dealsmocktail.com/5283-air-jordan-1-low,,
Nike Air Jordan 1 Mid Men's Shoes,,73,130,ACCESS,https://dealsmocktail.com/5737-air-jordan-1-mid-mens-shoes,,
"Nike Air VaporMax 2023 Flyknit Electric Men's Shoes
",,99,120,ACCESS,https://dealsmocktail.com/7935-nike-air-vapormax-2023-flyknit-electric,,
Nike Court Air Zoom Vapor Pro 2 Men's Clay Tennis Shoes,,73,130,ACCESS,https://dealsmocktail.com/12654-nikecourt-air-zoom-vapor-pro-2-mens-clay-tennis-shoes,,
Nike Air Max Dn Essential Men's Shoes,,72.72,160,ACCESS,https://dealsmocktail.com/5691-nike-air-max-dn-essential,,
,,,,,,,
Big Chill Women's and Women's Plus Chevron Quilted Puffer Jacket with Hood,,22.99,85,,https://dealsmocktail.com/12621-big-chill-womens-and-womens-plus-chevron-quilted-puffer-jacket-with-hood,,
Time and Tru Women’s and Women’s Plus Super Soft Longline Cardigan Sweater,,13.98,18.98,,https://dealsmocktail.com/12622-time-and-tru-womens-and-womens-plus-super-soft-longline-cardigan-sweater,,
,,,,,,,
Toy Deals,,,,,,,
"Monster Jam, Official Monster Jam Collection 9-Pack Monster Trucks, 1:64 & 1:87 Scale (Walmart Exclusive)",,20,31.97,,https://mavely.app.link/e/ghi7UbOFhYb,,
Hot Wheels Action 4-Loop Crash Out Track Set with Motorized Booster & 1:64 Scale Toy Car,,30,53.99,,https://mavely.app.link/e/Vdn9ex8yjYb,,
HALO Rise Above Jr. 3-Piece Adjustable Inline Skates Combo Set - Red - Skates and Helmet- Junior Sizes 3-6,,29,50,,https://mavely.app.link/e/c521uehzjYb,,
Squishmallows Original Sanrio 8 inch Hello Kitty with Pink Overalls - Child's Ultra Soft Plush,,5,12.97,,https://mavely.app.link/e/AxMytOlzjYb,,
Carrera RC Mario Kart Pipe Kart RC Car - Mario,,37.49,56.99,,https://mavely.app.link/e/hus1TsyzjYb,,
"Bounce Pro 10' Trampoline, Flash Light Zone, Classic Safety Enclosure",,99,207,,https://mavely.app.link/e/0oQtQTDzjYb,,
"Fisher-Price Laugh & Learn Learn & Serve Coffee Café Toddler Electronic Toy, 10 Play Pieces",,17.49,32.39,,https://mavely.app.link/e/hnDIZIQzjYb,,
"Razor A Kick Scooter for Kids - Clear, Lightweight, Foldable, Aluminum Frame, for Child Ages 5+.",,24.27,39.99,,https://mavely.app.link/e/xSyDv50zjYb,,
"Play-Doh Stamp & Saw Tool Bench Playset, Construction Toys for Ages 3+",,11.99,25.99,,https://mavely.app.link/e/U4ElRXhAjYb,,
"6V Huffy Disney Minnie Mouse Battery-Powered Ride-On Car, Kids Ages 3+",,118,174,,https://mavely.app.link/e/JUKH379zjYb,,
"Barney Light up Wheels Tilt and Turn Toddler Scooter, 3 Wheel Kick Scooter for Kids Ages 3+",,18,34.99,,https://mavely.app.link/e/F9RmjxoAjYb,,
"Bestway Xtreme Air 14' Outdoor Trampoline, No-Gap Enclosure, Anti-Rust Steel, Fast Setup",,159,229,,https://mavely.app.link/e/JE2HgEuAjYb,,
Crtynell 100PCS Magnetic Blocks-Build Magnet World Set,,18.99,99,,https://dealsmocktail.com/12633-crtynell-100pcs-magnetic-blocks-build-magnet-world-set,,
,,,,,,,
LEGO Deals,,,,,,,
,,,,,,,
LEGO Star Wars Grogu with Hover Pram Building Toy Set,,49.99,99.99,,https://amzn.to/3JCc2zH,,
LEGO Botanicals Mini Bonsai Trees Building Set,,49.99,69.99,,https://amzn.to/43xteNv,,
LEGO Christmas Tree,,26.99,46.99,,https://amzn.to/3JQdw9u,,
LEGO Speed Champions BMW M4 GT3 & BMW M Hybrid V8 Race Cars,,25,44.99,,https://amzn.to/44dUq3U,,
"LEGO F1 Collectible Race Cars, 6 Pack - Building Set ",,17.79,22.94,,https://amzn.to/4i1ZZbz,,
LEGO Classic Medium Creative Brick Box 10696 Building Toy Set,,17.99,34.99,,https://amzn.to/4r33iTN,,
LEGO Speed Champions Ford Mustang Dark Horse Sports Car Toy,,17.59,26.99,,https://amzn.to/47Sh6cx,,
"LEGO Harry Potter Flying Ford Anglia, Buildable Car Toy with 2 Minifigures",,9.59,14.99,,https://amzn.to/3M16oHQ,,
LEGO Disney Princess Twirling Ariel Toy,,6.79,9.99,,https://amzn.to/4oIeROV,,
LEGO Creator 3 in 1 Magical Unicorn Toy,,6.79,9.99,,https://amzn.to/4r0rxSJ,,
,,,,,,,
Beauty Deals,,,,,,,
COSRX Snail Mucin 96% Power Repairing Essence 3.38 fl.oz 100ml,,16.45,25,,https://dealsmocktail.com/12567-cosrx-snail-mucin-repairing-serum-100ml-hydrating-serum-for-face,,
"TruSkin Vitamin C Serum For Face – Anti Aging Face Serum, 1 Fl Oz",,12.09,21.99,,https://dealsmocktail.com/8818-truskin-vitamin-c-serum-for-face-anti-aging-face-serum,,
Wavytalk Blow Dryer,,21.64,45,DQ7WQY7G,https://dealsmocktail.com/12604-wavytalk-hair-dryer-blown-away-ionic-hair-dryer-for-curly-hair-with-diffuser,,
Shark FlexStyle® (Special Edition) | Air Styling & Drying System,,199,329,,https://www.dealsmocktail.com/blog/ieibw0rohh0c463m376aoje2/shark-hair-styling-deals,,
Shark FlexFusion Hair Straightener & Powerful Hair Dryer with Fusion Hair Brush,,299.99,429.99,,,,
Revlon 1875W Compact Hair Dryer,,10.97,28.28,,https://dealsmocktail.com/3933-revlon-1875w-compact-hair-dryer-black,,
Fragrance Deals,,,,,,,
"Armani My Way Eau de Parfum Nectar, 3 oz.",,85,170,,https://www.dealsmocktail.com/blog/u2u1zns16wxawjjcu4r2akjm/macys-fragrance-deals-score-up-to-80-off-top-brands,,
"Jimmy Choo Blossom Eau de Parfum Spray, 1.3 oz.",,32,64,,,,
"Marc Jacobs DOT Eau de Parfum Spray, 3.3 oz",,50,100,,,,
"Carolina Herrera Good Girl Hair Mist, 1-oz.",,25,45,,,,
"Givenchy Very Irrésistible Eau de Parfum, 2.7 oz.",,94,158,,,,
"Hugo Boss Men's HUGO Man Eau de Toilette Spray, 1.3-oz.",,25,55,,,,
"Burberry Brit Sheer Eau de Toilette Spray, 3.3 oz.",,64.5,130,,,,
Macy's All Fragrance Deals,,,,,,,
